Unnamed: 0,Field_ID,Elevation,Latitude,Longitude,Location,Slope,Rainfall,Min_temperature_C,Max_temperature_C,Ave_temps,Soil_Fertility,Soil_Type,pH,Pollution_Level,Plot_Size,Chosen_Crop,Annual_Yield,Standard_Yield
14129,14129,610.99866,-5.9525948,-1.7948005,Rural_Hawassa,6.5779986,948.1,-4.9,31.3,13.2,0.58,Loamy,5.3635917,0.8279095,2.5,cassava,1.3894889,0.55579555
14130,14130,742.965,-1.0639178,-1.4254222,Rural_Kilimani,3.487158,1372.7,-3.3,30.8,13.75,0.61,Volcanic,5.4949565,0.025272232,9.0,cassava,4.669808,0.51886755
14131,14131,789.2063,-5.2497067,-4.5876617,Rural_Kilimani,20.755314,609.3,-3.6,30.1,13.25,0.6,Sandy,6.3867903,0.2613406,1.2,wheat,0.71946466,0.5995539
14132,14132,426.23837,-6.7906537,-1.2677606,Rural_Sokoto,5.6696653,963.5,-6.6,32.1,12.75,0.58,Loamy,5.385557,0.7782509,2.1,potato,1.0696083,0.5093373
14133,14133,670.944,-8.935364,-4.569643,Rural_Hawassa,12.536622,1407.9,-4.0,31.5,13.75,0.64,Volcanic,5.642309,0.021725107,1.3,coffee,0.71492857,0.54994506
14134,14134,677.47424,-9.6112175,0.2773221,Rural_Sokoto,10.279464,1997.4,-3.3,30.7,13.7,0.67,Volcanic,5.340208,0.27890515,3.8,coffee,2.1368258,0.5623226
14135,14135,893.472,-1.2081,-2.5425665,Rural_Kilimani,18.03723,1231.4,-2.1,30.2,14.05,0.64,Volcanic,4.749514,0.05206921,1.1,tea,0.6878047,0.625277
14136,14136,747.09985,-8.498312,0.011549865,Rural_Sokoto,24.39789,1807.6,-2.9,31.8,14.45,0.7,Volcanic,5.280316,0.12675281,0.6,banana,0.34188622,0.5698104
14137,14137,327.33725,-11.318875,-6.299415,Rural_Hawassa,8.620743,1708.2,-6.8,33.9,13.55,0.65,Silt,6.939973,0.035631888,2.3,wheat,1.1246179,0.48896432
14138,14138,246.6939,-11.967695,-5.9660735,Rural_Hawassa,16.986496,1666.2,-7.5,32.7,12.6,0.67,Silt,6.155559,0.0015801528,1.1,banana,0.48605582,0.44186893
14139,14139,535.1333,-8.7551365,-6.475095,Rural_Akatsi,1.1499308,1224.4,-5.3,31.2,12.95,0.59,Peaty,5.20451,0.09282215,9.2,banana,4.0546174,0.44071925
14140,14140,824.30194,-4.0466866,-4.583157,Rural_Kilimani,0.82771707,628.4,-3.2,26.2,11.5,0.54,Sandy,5.9725585,0.21536456,14.1,maize,7.914025,0.56127834
14141,14141,765.9748,-8.002686,-0.6100869,Rural_Sokoto,24.718082,1659.8,-2.8,33.7,15.45,0.69,Volcanic,5.09392,0.25324294,1.1,tea,0.8356907,0.7597188
14142,14142,538.5939,-1.1179861,-3.7317848,Rural_Kilimani,7.3386292,569.4,-5.9,30.8,12.45,0.56,Loamy,4.8892655,0.026241494,4.2,potato,2.721736,0.64803237
14143,14143,829.44183,-4.190869,-3.0065417,Rural_Kilimani,17.537323,886.0,-3.0,32.0,14.5,0.61,Sandy,4.839152,0.27590668,1.4,tea,0.6507685,0.46483466
14144,14144,682.6925,-7.6602526,1.1377035,Rural_Sokoto,4.7562556,1596.7,-3.6,29.9,13.15,0.63,Volcanic,5.560841,0.17145489,2.1,banana,1.1233162,0.53491247
14145,14145,555.13354,-0.7169794,-3.051588,Rural_Kilimani,7.4549813,763.9,-5.6,32.5,13.45,0.57,Loamy,5.484173,0.01525291,3.4,wheat,2.1471255,0.6315075
14146,14146,886.353,-3.0554342,-7.9526086,Rural_Kilimani,55.007656,785.2,-2.5,31.0,14.25,0.72,Sandy,5.721234,0.043190274,1.5,wheat,0.83261395,0.555076
14147,14147,759.3225,-3.560072,-5.0336185,Rural_Kilimani,7.3241496,529.8,-3.9,29.3,12.7,0.55,Sandy,6.3376493,0.19336285,2.9,potato,1.5941966,0.54972297
14148,14148,845.997,-2.618382,-0.92991453,Rural_Kilimani,0.563239,1427.9,-2.3,30.7,14.2,0.6,Volcanic,4.375808,0.21301617,12.4,tea,7.8754783,0.6351192
14149,14149,574.76984,-2.5462909,-4.4930644,Rural_Kilimani,11.544047,422.4,-5.7,30.8,12.55,0.56,Loamy,6.6213403,0.119344555,4.8,wheat,3.4463542,0.71799046
14150,14150,983.86786,-4.2133975,-3.8804371,Rural_Kilimani,15.141029,886.3,-1.6,27.5,12.95,0.61,Rocky,5.31265,0.2117197,0.9,potato,0.52071726,0.5785747
14151,14151,802.9344,-8.453255,0.2412852,Rural_Sokoto,5.1933446,1868.3,-2.3,29.1,13.4,0.65,Volcanic,5.3875856,0.12290616,3.8,tea,3.1049678,0.81709677
14152,14152,838.6663,-1.1945829,-1.7182221,Rural_Kilimani,1.4556884,1388.5,-2.4,26.9,12.25,0.6,Volcanic,5.0645833,0.037286386,5.1,coffee,2.1040082,0.41255063
14153,14153,316.76746,-12.981477,-7.9165716,Rural_Hawassa,13.078944,1657.5,-7.0,33.0,13.0,0.66,Silt,5.5644145,0.0013418986,1.4,banana,0.6053659,0.4324042
14154,14154,705.1995,-8.160384,-5.821926,Rural_Hawassa,12.017136,1169.6,-3.8,33.0,14.6,0.62,Sandy,5.119259,0.29472864,1.3,cassava,0.6630572,0.51004404
14155,14155,703.4669,-10.061788,-9.110294,Rural_Akatsi,5.6396756,2009.9,-3.1,29.6,13.25,0.66,Volcanic,4.212642,0.16656218,3.1,tea,2.339536,0.75468904
14156,14156,714.1027,-7.8539977,-7.529175,Rural_Akatsi,10.03884,1191.3,-3.7,30.6,13.45,0.61,Sandy,6.44552,0.05837793,4.7,maize,2.3006976,0.48951012
14157,14157,268.5998,-11.859559,-5.95256,Rural_Hawassa,3.3312,1693.2,-7.3,33.8,13.25,0.63,Silt,5.814849,0.0028871575,14.4,banana,6.4902487,0.4507117
14158,14158,924.7556,-4.3620853,-4.3894587,Rural_Kilimani,2.507758,750.2,-2.2,29.1,13.45,0.56,Rocky,4.4636517,0.22529244,8.4,tea,3.3341153,0.39691848
14159,14159,616.3622,-5.7994013,-2.0200312,Rural_Hawassa,3.668746,895.7,-4.9,30.1,12.6,0.57,Loamy,5.8186865,0.74616665,10.3,wheat,5.1482444,0.49982956
14160,14160,391.87924,-11.228762,-9.03822,Rural_Akatsi,3.145428,1862.2,-6.0,30.9,12.45,0.64,Silt,6.305036,0.07307541,5.9,coffee,3.2835345,0.55653125
14161,14161,582.1429,-7.0925355,-2.0740867,Rural_Hawassa,17.335773,1050.6,-5.1,30.9,12.9,0.63,Loamy,4.683786,0.61729985,1.3,wheat,0.5404395,0.41572267
14162,14162,641.4837,-7.0835238,-2.934468,Rural_Hawassa,12.855178,971.4,-4.6,29.0,12.2,0.61,Sandy,5.7278666,0.27522117,1.8,wheat,0.81931305,0.4551739
14163,14163,684.01263,-7.259246,0.10614677,Rural_Sokoto,4.694135,1478.9,-3.7,30.1,13.2,0.62,Volcanic,4.1599817,0.54030794,2.6,cassava,0.7852736,0.30202833
14164,14164,518.37823,-6.02018,-1.4794775,Rural_Sokoto,14.791282,916.2,-5.8,30.4,12.3,0.61,Loamy,6.418815,0.8802409,0.6,wheat,0.30861825,0.51436377
14165,14165,991.5568,-4.321534,-3.6867387,Rural_Kilimani,2.005834,923.9,-1.4,29.4,14.0,0.57,Rocky,4.8708353,0.2117704,8.9,tea,3.5935054,0.40376464
14166,14166,888.2453,-7.804435,-6.1777906,Rural_Hawassa,25.251839,1242.6,-2.1,30.9,14.4,0.66,Volcanic,5.6623545,0.36694524,0.8,coffee,0.3421379,0.4276724
14167,14167,669.3352,-6.2815104,-3.0470834,Rural_Hawassa,3.235276,819.3,-4.5,29.3,12.4,0.56,Sandy,5.2538805,0.52310234,7.9,cassava,3.891412,0.49258378
14168,14168,455.87762,-0.5232346,-3.3849294,Rural_Kilimani,7.844378,575.6,-6.6,29.5,11.45,0.56,Loamy,5.810497,0.0076907594,4.8,wheat,3.2514005,0.6773751
14169,14169,957.82654,-4.353074,-5.6732736,Rural_Kilimani,20.082766,699.6,-2.0,29.7,13.85,0.61,Rocky,5.099406,0.26902252,1.8,tea,0.71715456,0.3984192
14170,14170,660.0639,-7.9981794,-6.8084364,Rural_Akatsi,10.702435,1111.0,-4.3,31.7,13.7,0.61,Sandy,6.78714,0.1739457,3.0,wheat,1.5549079,0.5183026
14171,14171,784.57404,-5.3037753,-5.551649,Rural_Kilimani,8.926668,557.9,-3.7,29.7,13.0,0.56,Sandy,5.9336476,0.30949548,4.7,potato,2.7782261,0.59111196
14172,14172,723.72943,-2.235398,-7.5562024,Rural_Kilimani,31.038286,558.2,-4.2,30.3,13.05,0.63,Sandy,4.6088433,0.059502523,1.8,potato,1.0067202,0.55928904
14173,14173,772.4329,-7.520576,-8.27694,Rural_Akatsi,32.112118,1247.6,-3.1,30.2,13.55,0.69,Volcanic,5.2893276,0.156196,2.0,tea,1.3550093,0.67750466
14174,14174,497.305,-6.9573646,-0.9974838,Rural_Sokoto,15.168215,1108.1,-5.8,31.7,12.95,0.62,Loamy,5.5626836,0.7182893,1.3,cassava,0.7254035,0.5580027
14175,14175,770.59045,-4.952331,-6.6012244,Rural_Kilimani,36.956593,552.5,-3.8,30.9,13.55,0.65,Sandy,6.221043,0.34131098,1.3,wheat,0.73089415,0.5622263
14176,14176,204.85164,-12.026269,-6.8895197,Rural_Hawassa,4.133208,1634.1,-8.0,32.5,12.25,0.63,Silt,6.561311,0.0023502798,4.8,wheat,2.4908977,0.518937
14177,14177,841.8768,-8.079282,-1.5425421,Rural_Sokoto,23.305273,1647.2,-2.2,28.9,13.35,0.69,Volcanic,3.795587,0.2773418,1.8,tea,1.0555036,0.58639085
14178,14178,687.6635,-9.917605,-9.2364235,Rural_Akatsi,4.614575,1971.3,-3.3,30.2,13.45,0.66,Volcanic,4.47414,0.19020663,4.9,tea,3.9775336,0.81174153
14179,14179,707.8945,-6.1508455,-3.2317727,Rural_Hawassa,10.021294,807.8,-4.1,31.0,13.45,0.58,Sandy,4.920848,0.48462287,3.0,potato,1.5200367,0.5066789
14180,14180,509.6847,-7.3673825,-1.7227267,Rural_Sokoto,8.0025215,1096.4,-5.7,31.6,12.95,0.6,Loamy,6.255672,0.5997055,3.3,wheat,1.7913052,0.54281974
14181,14181,864.71216,-8.268521,-1.0245115,Rural_Sokoto,8.53724,1783.7,-1.8,28.8,13.5,0.65,Volcanic,4.712901,0.18735628,4.4,tea,3.3627808,0.7642684
14182,14182,890.86566,-1.4198675,-1.8083144,Rural_Kilimani,7.0246806,1400.7,-1.9,25.5,11.8,0.62,Volcanic,5.113412,0.059823178,3.9,cassava,1.90026,0.48724613
14183,14183,737.37213,-4.9703536,-3.4299755,Rural_Kilimani,10.616436,702.5,-4.0,31.3,13.65,0.58,Sandy,5.457137,0.2000252,2.2,potato,1.3588868,0.6176758
14184,14184,694.1343,-5.7633557,-2.420942,Rural_Hawassa,8.892375,895.4,-4.2,32.8,14.3,0.59,Sandy,6.5525794,0.5392523,4.7,wheat,2.2056174,0.46928033
14185,14185,800.74976,-1.6136124,-0.99297917,Rural_Kilimani,6.9006476,1472.4,-2.7,29.0,13.15,0.62,Volcanic,4.2321925,0.056733917,3.6,tea,2.3725626,0.65904516
14186,14186,619.7764,-6.9258246,-0.34431466,Rural_Sokoto,28.906504,1341.4,-4.2,29.6,12.7,0.68,Silt,5.60124,0.7337983,1.1,cassava,0.493202,0.44836545
14187,14187,525.0079,-6.569875,-3.7137663,Rural_Hawassa,13.563273,618.2,-6.0,33.1,13.55,0.58,Loamy,5.297584,0.24040917,1.6,wheat,0.9562654,0.59766585
14188,14188,514.12244,-12.675089,-9.344535,Rural_Akatsi,17.780878,1946.8,-4.9,32.7,13.9,0.69,Silt,6.051737,0.0007979632,0.7,banana,0.41985697,0.59979564
14189,14189,875.1697,-1.9154938,-2.0155268,Rural_Kilimani,0.9729097,1285.4,-2.2,29.9,13.85,0.59,Volcanic,5.258812,0.14595188,9.8,cassava,5.146665,0.5251699
14190,14190,546.6847,-10.426748,-9.10579,Rural_Akatsi,16.568285,1919.7,-4.6,31.8,13.6,0.69,Silt,7.189568,0.09196721,1.3,wheat,0.6144101,0.47262317
14191,14191,927.2869,-2.221881,-8.263427,Rural_Kilimani,16.771738,859.2,-2.1,29.5,13.7,0.61,Rocky,5.678173,0.013069753,0.9,wheat,0.51043767,0.567153
14192,14192,846.70325,-3.2762132,-4.3804493,Rural_Kilimani,21.673206,697.6,-3.0,26.8,11.9,0.61,Rocky,5.6231327,0.17148992,1.7,wheat,0.98971295,0.5821841
14193,14193,678.63513,-8.55238,-7.092227,Rural_Akatsi,4.468529,1346.6,-3.9,31.4,13.75,0.61,Volcanic,5.13843,0.06028284,4.8,banana,2.0300457,0.4229262
14194,14194,609.3263,-1.4694302,-3.704757,Rural_Kilimani,6.097905,638.0,-5.2,30.0,12.4,0.56,Loamy,4.8592057,0.054058697,3.9,potato,2.5400786,0.6513022
14195,14195,766.36127,-8.4802885,-0.8353177,Rural_Sokoto,33.422535,1754.5,-2.7,29.6,13.45,0.73,Volcanic,5.552346,0.13102736,1.5,banana,0.8810301,0.5873534
14196,14196,755.80963,-5.037939,-3.893951,Rural_Kilimani,30.481712,648.1,-3.8,33.1,14.65,0.64,Sandy,5.8400707,0.20671813,1.9,wheat,1.0385373,0.54659855
14197,14197,815.2385,-7.9756513,-0.45693004,Rural_Sokoto,17.511993,1719.9,-2.3,28.6,13.15,0.68,Volcanic,4.302711,0.2553825,1.3,tea,0.92511916,0.71163017
14198,14198,454.89618,-9.318348,-3.4570034,Rural_Hawassa,3.6197221,1394.6,-5.9,31.1,12.6,0.61,Peaty,5.3360715,0.005671573,6.3,wheat,2.5411477,0.4033568
14199,14199,721.50476,-3.1230197,-2.9434772,Rural_Kilimani,2.0863483,832.7,-4.0,31.7,13.85,0.56,Sandy,6.5860515,0.37557852,13.4,maize,6.5647426,0.48990616
14200,14200,573.7087,-1.2486511,-3.3488925,Rural_Kilimani,7.0320354,690.0,-5.5,32.7,13.6,0.57,Loamy,4.9903913,0.046095613,4.8,maize,2.7224736,0.567182
14201,14201,282.1435,-11.34591,-6.9165473,Rural_Hawassa,6.323277,1678.0,-7.2,31.8,12.3,0.64,Silt,6.490674,0.014354506,2.7,rice,1.5324396,0.5675702
14202,14202,785.38165,-1.8343914,-6.506627,Rural_Kilimani,38.080616,545.3,-3.7,30.0,13.15,0.65,Sandy,5.4895215,0.24363604,0.8,potato,0.5010165,0.62627065
14203,14203,759.3561,-1.8704369,-0.7001792,Rural_Kilimani,2.7558115,1455.2,-3.1,31.7,14.3,0.61,Volcanic,4.5886726,0.07814308,10.3,tea,7.4159513,0.71999526
14204,14204,696.2484,-8.209948,-5.880486,Rural_Hawassa,31.583683,1171.8,-3.9,31.1,13.6,0.68,Sandy,6.1902714,0.28515166,0.9,coffee,0.36468086,0.40520096
14205,14205,868.48694,-1.4964644,-1.7182221,Rural_Kilimani,2.2954414,1392.5,-2.1,30.6,14.25,0.6,Volcanic,5.133531,0.06509387,13.5,cassava,6.7173977,0.49758503
14206,14206,808.7951,-7.5746446,-8.141803,Rural_Akatsi,31.187042,1282.3,-2.8,28.6,12.9,0.69,Volcanic,4.3781033,0.10662528,1.2,tea,0.7681237,0.6401031
14207,14207,592.32056,-6.7591143,-1.7497544,Rural_Hawassa,12.8733425,1052.2,-5.0,31.4,13.2,0.61,Loamy,5.2624044,0.7654763,0.9,wheat,0.36843958,0.4093773
14208,14208,539.9042,-9.174166,-5.4165106,Rural_Hawassa,2.7809572,1350.1,-5.2,32.0,13.4,0.6,Peaty,4.772762,0.049033206,5.0,banana,2.0634968,0.41269937
14209,14209,710.76685,-7.6151958,-0.88486844,Rural_Sokoto,7.6227145,1481.5,-3.5,30.9,13.7,0.63,Volcanic,5.568829,0.43674543,2.3,banana,1.0299499,0.4478043
14210,14210,790.57227,-7.0114326,-7.9075623,Rural_Amanzi,26.93173,1078.3,-3.1,28.7,12.8,0.66,Sandy,5.5927706,0.1263441,1.0,wheat,0.47633308,0.47633308
14211,14211,636.0044,-8.336106,0.93499583,Rural_Sokoto,1.5822505,1690.4,-4.0,31.2,13.6,0.62,Silt,6.7199106,0.08498072,13.8,banana,6.568516,0.47597942
14212,14212,715.8482,-7.3268313,-0.47945312,Rural_Sokoto,5.5380554,1472.4,-3.5,31.2,13.85,0.62,Volcanic,5.1017237,0.54096216,3.1,cassava,1.2561964,0.40522465
14213,14213,828.81995,-8.245993,-0.119083956,Rural_Sokoto,17.689121,1824.9,-2.1,28.4,13.15,0.68,Volcanic,5.693619,0.16600916,0.7,coffee,0.393316,0.56188
14214,14214,690.0593,-8.466772,-7.0967317,Rural_Akatsi,2.7199469,1329.1,-3.8,29.5,12.85,0.6,Volcanic,5.753189,0.06649804,14.4,coffee,7.908777,0.5492206
14215,14215,654.9008,-8.218959,1.0431066,Rural_Sokoto,31.84266,1685.8,-3.8,30.7,13.45,0.72,Volcanic,3.8541906,0.088599004,1.5,tea,1.0855074,0.7236716
14216,14216,749.1418,-2.8842177,-7.038172,Rural_Kilimani,1.9246708,539.1,-4.0,30.5,13.25,0.54,Sandy,6.1209283,0.15226047,9.2,wheat,5.394888,0.58640087
14217,14217,576.6063,-2.8436666,-6.3850026,Rural_Kilimani,3.8634105,320.6,-5.8,33.3,13.75,0.53,Loamy,6.7474113,0.2854386,12.0,wheat,8.012772,0.6677309
14218,14218,335.38754,-9.78694,-3.8353908,Rural_Hawassa,4.212442,1390.1,-7.0,31.7,12.35,0.61,Peaty,5.3572216,0.024581015,4.7,rice,3.1251385,0.66492313
14219,14219,723.6088,-7.6467357,-4.209274,Rural_Hawassa,5.130268,1055.8,-3.8,32.6,14.4,0.59,Sandy,6.5013533,0.07037105,2.5,coffee,1.0560911,0.42243645
14220,14220,298.3855,-11.296347,-6.718344,Rural_Hawassa,8.403767,1684.0,-7.1,30.7,11.8,0.65,Silt,6.366359,0.021306168,3.7,banana,1.6289402,0.44025412
14221,14221,398.8173,-10.566424,-7.267907,Rural_Akatsi,17.4792,1681.7,-6.1,32.8,13.35,0.67,Silt,6.027452,0.030168103,1.6,coffee,0.837145,0.5232156
14222,14222,622.7808,-7.6197014,-2.7542834,Rural_Hawassa,10.623618,1118.6,-4.6,32.7,14.05,0.61,Loamy,6.426318,0.22114089,4.9,wheat,3.27422,0.6682082
14223,14223,541.12146,-1.2531569,-4.457028,Rural_Kilimani,10.932931,428.6,-6.0,30.4,12.2,0.56,Loamy,6.394114,0.024681346,2.6,wheat,1.8840195,0.72462285
14224,14224,641.9196,-5.75885,0.0025406363,Rural_Sokoto,4.9159636,1234.1,-4.3,29.4,12.55,0.6,Volcanic,4.7203,0.9688715,3.4,wheat,0.7809903,0.22970302
14225,14225,397.18246,-13.031039,-8.524694,Rural_Akatsi,14.689467,1751.0,-6.1,32.8,13.35,0.67,Silt,5.9129086,0.0010959968,0.7,coffee,0.3725991,0.53228444
14226,14226,616.71436,-10.327623,-9.1147995,Rural_Akatsi,18.505934,1971.5,-3.9,33.3,14.7,0.7,Silt,5.9905567,0.1081553,1.4,rice,0.9655425,0.68967324
14227,14227,692.0952,-2.7986097,-2.7452743,Rural_Kilimani,14.45734,863.5,-4.2,30.5,13.15,0.6,Sandy,6.268307,0.36738065,1.3,maize,0.62556005,0.48120004
14228,14228,629.10345,-1.79384,-3.6191695,Rural_Kilimani,5.230869,663.0,-5.0,32.5,13.75,0.56,Loamy,6.2667885,0.098680936,4.0,wheat,2.9609294,0.74023235
14229,14229,647.1261,-5.85347,-2.5425665,Rural_Hawassa,10.338071,843.2,-4.6,29.2,12.3,0.59,Sandy,6.714238,0.48888114,3.6,wheat,1.7172796,0.4770221
14230,14230,496.42743,-10.183441,-4.443514,Rural_Hawassa,20.228632,1665.7,-5.1,30.1,12.5,0.68,Silt,5.340624,0.0810389,0.8,rice,0.51835775,0.6479472
14231,14231,450.31357,-9.958157,-2.8353665,Rural_Hawassa,23.905743,1625.6,-5.7,31.2,12.75,0.69,Silt,7.0363245,0.016055128,1.2,rice,0.6889213,0.5741011
14232,14232,838.0453,-4.16834,-4.731809,Rural_Kilimani,6.586129,625.2,-3.1,28.8,12.85,0.56,Rocky,5.6612554,0.22923662,2.5,potato,1.5301939,0.6120776
14233,14233,387.581,-14.508906,-7.547193,Rural_Hawassa,7.819688,1285.1,-6.6,32.8,13.1,0.61,Peaty,4.111284,1.001082e-09,2.6,cassava,0.94759125,0.36445817
14234,14234,477.9004,-11.152164,-9.326516,Rural_Akatsi,13.865922,1959.3,-5.2,30.8,12.8,0.68,Silt,5.6743593,0.027622677,1.0,rice,0.6259318,0.6259318
14235,14235,567.30365,-9.575172,-7.6057534,Rural_Akatsi,8.857571,1600.6,-4.8,31.6,13.4,0.64,Silt,5.5095396,0.064745985,4.6,banana,2.1603575,0.46964297
14236,14236,588.0774,-10.04827,-1.5290283,Rural_Sokoto,8.820941,1890.0,-4.2,31.4,13.6,0.66,Silt,6.4219136,0.13487272,3.5,wheat,1.8652507,0.53292876
14237,14237,675.5751,-6.5788865,-6.0156245,Rural_Amanzi,1.5363318,658.6,-4.5,31.0,13.25,0.55,Sandy,5.3779,0.24414393,5.2,wheat,2.438062,0.4688581
14238,14238,608.4816,-9.0299835,-3.1236618,Rural_Hawassa,2.8585937,1492.5,-4.4,30.7,13.15,0.61,Peaty,5.3962502,0.010777022,14.5,cassava,6.6062098,0.45560068
14239,14239,368.8692,-11.656802,-5.538135,Rural_Hawassa,1.4306574,1774.9,-6.4,33.6,13.6,0.63,Silt,6.7109885,0.005435587,6.3,banana,2.7833593,0.44180307
14240,14240,386.84885,-9.498575,-6.7723994,Rural_Akatsi,11.375572,1344.0,-6.6,32.9,13.15,0.63,Silt,7.2382603,0.061390623,4.7,banana,1.3893061,0.29559705
14241,14241,461.79828,-9.512093,-4.2363014,Rural_Hawassa,8.670014,1414.4,-5.8,33.5,13.85,0.63,Silt,6.966898,0.008938323,3.7,wheat,1.9780117,0.53459775
14242,14242,708.29,-5.0514565,-1.2362283,Rural_Kilimani,16.883656,1106.0,-3.9,34.7,15.4,0.63,Sandy,5.5783525,0.8871258,1.4,coffee,0.28186697,0.20133354
14243,14243,584.35297,-6.975387,-1.2722653,Rural_Sokoto,20.591194,1161.9,-4.9,28.7,11.9,0.64,Loamy,5.134925,0.73149246,1.5,cassava,0.77840525,0.5189368
14244,14244,426.78238,-9.967168,-4.128191,Rural_Hawassa,22.05867,1524.7,-6.0,29.9,11.95,0.68,Silt,5.648153,0.057238776,1.1,wheat,0.51181877,0.4652898
14245,14245,640.5676,-8.58392,-4.2137785,Rural_Hawassa,9.633708,1283.6,-4.3,30.7,13.2,0.62,Volcanic,4.3010173,0.022824511,3.1,cassava,1.1402451,0.36782098
14246,14246,340.08786,-13.19775,-7.249889,Rural_Hawassa,15.702821,1641.0,-6.8,33.8,13.5,0.66,Silt,6.723873,3.3422068e-05,0.6,rice,0.34371874,0.5728646
14247,14247,594.2291,-2.5192566,-4.515588,Rural_Kilimani,34.04532,440.6,-5.5,32.0,13.25,0.63,Loamy,5.713053,0.11735089,1.9,wheat,1.2448871,0.65520376
14248,14248,856.57697,-8.601943,-7.9390945,Rural_Akatsi,14.786158,1634.3,-2.0,29.3,13.65,0.66,Volcanic,4.870263,0.10070449,1.9,tea,1.3812826,0.7269908
14249,14249,396.6609,-1.4198675,-4.5966706,Rural_Kilimani,38.033302,253.2,-7.5,30.1,11.3,0.63,Loamy,5.108894,0.036424052,1.2,wheat,0.6562607,0.54688394
14250,14250,593.24927,-2.2894664,-6.3489656,Rural_Kilimani,22.424015,340.3,-5.6,31.0,12.7,0.59,Loamy,6.412937,0.3355491,1.3,wheat,0.8696071,0.6689285
14251,14251,434.3583,-9.768917,-4.2633295,Rural_Hawassa,23.915977,1466.7,-6.0,32.8,13.4,0.68,Silt,6.305282,0.0217932,1.0,wheat,0.54870033,0.54870033
14252,14252,709.65076,-7.601679,-3.3173602,Rural_Hawassa,23.433943,1125.3,-3.8,28.3,12.25,0.65,Sandy,6.2889743,0.10251121,0.8,wheat,0.432502,0.5406275
14253,14253,626.9388,-6.362613,-4.186751,Rural_Hawassa,11.195225,611.3,-5.2,30.4,12.6,0.57,Loamy,5.390434,0.17809305,2.3,wheat,1.4616077,0.6354816
14254,14254,282.3384,-12.756191,-7.763415,Rural_Akatsi,3.1709447,1664.8,-7.3,32.9,12.8,0.63,Silt,7.2208896,0.0042079412,14.4,rice,6.6125116,0.4592022
14255,14255,902.5567,-1.8434027,-6.524646,Rural_Kilimani,40.804142,662.6,-2.5,25.8,11.65,0.67,Sandy,5.682864,0.24312262,0.5,potato,0.3196048,0.6392096
14256,14256,729.9696,-2.073193,-0.46143466,Rural_Kilimani,4.0219965,1440.3,-3.4,30.9,13.75,0.61,Volcanic,5.274353,0.10038503,10.1,tea,7.443093,0.7369399
14257,14257,865.5348,-3.8979988,-4.713791,Rural_Kilimani,26.09003,661.4,-2.8,28.8,13.0,0.62,Sandy,4.647022,0.20837519,1.5,potato,0.84627306,0.56418204
14258,14258,853.34015,-1.2666739,-2.794825,Rural_Kilimani,24.07744,1097.7,-2.7,30.0,13.65,0.65,Sandy,6.274885,0.058902778,1.9,maize,1.0162085,0.5348466
14259,14259,907.48865,-1.8434027,-6.8895197,Rural_Kilimani,31.941889,690.1,-2.4,28.8,13.2,0.64,Sandy,6.093703,0.16215745,1.6,potato,0.9716062,0.60725385
14260,14260,601.06964,-9.165154,-1.1641545,Rural_Sokoto,15.52957,1724.3,-4.3,33.5,14.6,0.67,Silt,5.43615,0.07367321,1.1,cassava,0.5050751,0.4591592
14261,14261,757.1491,-4.114272,-1.1416315,Rural_Kilimani,1.4599929,1198.6,-3.3,27.1,11.9,0.59,Sandy,5.4593167,0.7517015,5.5,wheat,1.5830055,0.2878192
14262,14262,597.6064,-7.169132,-4.182246,Rural_Hawassa,7.4822025,785.2,-5.2,32.2,13.5,0.57,Loamy,5.9578767,0.10586422,2.2,maize,1.4309467,0.6504303
14263,14263,258.35666,-12.801249,-6.4030213,Rural_Hawassa,3.3647003,1628.4,-7.5,34.7,13.6,0.63,Silt,5.6566405,5.8360556e-06,12.6,rice,7.282342,0.57796365
14264,14264,833.4257,-3.6366687,-3.6777294,Rural_Kilimani,4.361187,782.0,-3.0,28.1,12.55,0.56,Sandy,5.7981873,0.24552906,4.8,wheat,2.5284407,0.5267585
14265,14265,694.9666,-14.558469,-6.407526,Rural_Hawassa,2.616984,1583.4,-3.6,29.6,13.0,0.62,Volcanic,5.5630484,2.8056866e-09,12.9,banana,7.0740385,0.54837507
14266,14266,132.84244,-12.039786,-7.0561905,Rural_Hawassa,7.288013,1582.4,-8.5,34.9,13.2,0.63,Silt,6.738485,0.005330436,3.3,wheat,1.737877,0.5266294
14267,14267,512.1832,-9.13812,-6.6958213,Rural_Akatsi,9.038191,1363.8,-5.3,30.3,12.5,0.62,Silt,5.707353,0.04640327,3.0,banana,1.3143092,0.43810305
14268,14268,366.024,-12.048798,-8.659833,Rural_Akatsi,5.246836,1840.5,-6.3,33.4,13.55,0.65,Silt,7.4764276,0.10483117,2.6,banana,0.98279107,0.37799656
14269,14269,398.8003,-11.170188,-8.997679,Rural_Akatsi,5.9627156,1862.5,-6.0,32.3,13.15,0.65,Silt,7.1349425,0.079319224,3.6,rice,1.7457672,0.48493534
14270,14270,304.2794,-1.032378,-4.916498,Rural_Kilimani,21.476591,114.1,-8.4,32.4,12.0,0.57,Loamy,4.951861,0.025266485,1.1,wheat,0.5589593,0.50814486
14271,14271,599.0633,-1.7037262,-5.740843,Rural_Kilimani,12.865251,353.7,-5.5,29.4,11.95,0.56,Loamy,6.0319796,0.21923925,1.5,wheat,1.0026338,0.6684226
